number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_n_layers,params_scale_target,params_scaler,params_weight_decay,state
266,197.82821655273438,2026-01-03 19:18:12.574122,2026-01-03 19:18:25.657300,0 days 00:00:13.083178,relu,0.1545857283894262,30,0.0005607889499810979,2,True,standard,0.0001998406846174972,COMPLETE
267,145.18836975097656,2026-01-03 19:18:25.670324,2026-01-03 19:18:36.321250,0 days 00:00:10.650926,relu,0.15708944012956383,32,0.08649574552360899,2,True,standard,0.00012140192697541621,COMPLETE
268,147.13388061523438,2026-01-03 19:18:36.331764,2026-01-03 19:18:46.950566,0 days 00:00:10.618802,relu,0.14637159974689792,28,0.07148216754787796,2,True,standard,0.00015917641213897713,COMPLETE
269,141.56936645507812,2026-01-03 19:18:46.963597,2026-01-03 19:18:58.756364,0 days 00:00:11.792767,relu,0.13460868771758874,31,0.08682813548101374,2,True,standard,0.0001900231193224969,COMPLETE
270,146.3957061767578,2026-01-03 19:18:58.767882,2026-01-03 19:19:09.246292,0 days 00:00:10.478410,relu,0.16381345385137847,31,0.08845382892412915,2,True,standard,0.00019512921404974442,COMPLETE
271,144.10426330566406,2026-01-03 19:19:09.258812,2026-01-03 19:19:19.991513,0 days 00:00:10.732701,relu,0.1397061183728965,32,0.09942410506609622,2,True,standard,0.00024014225465770824,COMPLETE
272,198.48917256673178,2026-01-03 19:19:20.004045,2026-01-03 19:19:30.853198,0 days 00:00:10.849153,relu,0.13414958254363554,30,0.0009939472044083208,2,False,standard,0.0002667786594300202,COMPLETE
273,145.98497009277344,2026-01-03 19:19:30.866721,2026-01-03 19:19:41.548112,0 days 00:00:10.681391,relu,0.14738930232643185,31,0.08733577474229687,2,True,standard,0.00017543955748157024,COMPLETE
274,164.96420288085938,2026-01-03 19:19:41.558630,2026-01-03 19:19:54.182542,0 days 00:00:12.623912,mish,0.12117392635416029,29,0.06440557413781763,2,True,standard,0.00020935253732078273,COMPLETE
275,143.09854125976562,2026-01-03 19:19:54.194061,2026-01-03 19:20:05.956552,0 days 00:00:11.762491,relu,0.14129028596565407,32,0.0757120417385569,2,True,standard,0.0003058705061674382,COMPLETE
276,148.38075256347656,2026-01-03 19:20:05.969582,2026-01-03 19:20:18.258010,0 days 00:00:12.288428,relu,0.1768355715617044,32,0.0714079043544321,2,True,standard,0.00032690738460641397,COMPLETE
277,170.7011260986328,2026-01-03 19:20:18.270037,2026-01-03 19:20:28.572543,0 days 00:00:10.302506,silu,0.14318923908586773,27,0.05800692622324454,2,True,standard,0.00029386969890394425,COMPLETE
278,150.67617797851562,2026-01-03 19:20:28.583062,2026-01-03 19:20:38.982673,0 days 00:00:10.399611,relu,0.1571417825041632,32,0.07699369367778192,2,True,standard,0.0003388004904662522,COMPLETE
279,171.25796508789062,2026-01-03 19:20:38.992193,2026-01-03 19:20:49.100575,0 days 00:00:10.108382,relu,0.13952148707513412,30,0.08665826503586242,2,True,minmax,0.0004321197655556441,COMPLETE
280,146.3094024658203,2026-01-03 19:20:49.112098,2026-01-03 19:20:59.914743,0 days 00:00:10.802645,relu,0.14650264019986167,29,0.06688230498803238,2,True,standard,0.00026031791904267116,COMPLETE
281,142.81777954101562,2026-01-03 19:20:59.927261,2026-01-03 19:21:12.132209,0 days 00:00:12.204948,relu,0.12412247795295402,32,0.09954855409750903,2,True,standard,0.00015267314862811685,COMPLETE
282,144.3831787109375,2026-01-03 19:21:12.144238,2026-01-03 19:21:22.859353,0 days 00:00:10.715115,relu,0.11838524688504842,28,0.09769100347899695,2,True,standard,9.991962745979972e-05,COMPLETE
283,142.11083984375,2026-01-03 19:21:22.871880,2026-01-03 19:21:33.494254,0 days 00:00:10.622374,relu,0.12481764306483215,30,0.09982026028876524,2,True,standard,0.00014008101750494136,COMPLETE
284,142.15634155273438,2026-01-03 19:21:33.506775,2026-01-03 19:21:44.829619,0 days 00:00:11.322844,relu,0.11144050258066523,30,0.0897468576164416,2,True,standard,0.00013242776572360018,COMPLETE
285,146.2040252685547,2026-01-03 19:21:44.840137,2026-01-03 19:21:54.914673,0 days 00:00:10.074536,relu,0.10799490051217943,29,0.098256144003321,2,True,standard,0.00012875581931565182,COMPLETE
286,179.01095581054688,2026-01-03 19:21:54.924194,2026-01-03 19:22:04.733515,0 days 00:00:09.809321,relu,0.11096906606643785,30,0.09929859877290163,2,True,none,0.0001444956127332366,COMPLETE
287,143.7491912841797,2026-01-03 19:22:04.747035,2026-01-03 19:22:14.365873,0 days 00:00:09.618838,relu,0.1192305448936754,28,0.09983023295778838,2,True,standard,0.00012168645957191561,COMPLETE
288,142.40028381347656,2026-01-03 19:22:14.375389,2026-01-03 19:22:24.380434,0 days 00:00:10.005045,relu,0.12296069760124537,31,0.08631002492613349,2,True,standard,0.0001072384962907275,COMPLETE
289,141.57484436035156,2026-01-03 19:22:24.388941,2026-01-03 19:22:34.163835,0 days 00:00:09.774894,relu,0.11114568804033842,29,0.0855774075940093,2,True,standard,0.00010338822183887926,COMPLETE
290,145.67825317382812,2026-01-03 19:22:34.175858,2026-01-03 19:22:44.003318,0 days 00:00:09.827460,relu,0.10607952243808338,27,0.08070687151216037,2,True,standard,8.744712113334589e-05,COMPLETE
291,145.20901489257812,2026-01-03 19:22:44.014838,2026-01-03 19:22:53.743391,0 days 00:00:09.728553,relu,0.11281967287448608,29,0.07142675917880396,2,True,standard,0.0001358784361748715,COMPLETE
292,198.21831556532115,2026-01-03 19:22:53.753905,2026-01-03 19:23:03.475461,0 days 00:00:09.721556,relu,0.1184114781734529,31,0.0009941004438962047,2,False,standard,0.00011628884507885956,COMPLETE
293,139.87313842773438,2026-01-03 19:23:03.488489,2026-01-03 19:23:15.058474,0 days 00:00:11.569985,relu,0.10940295409292024,32,0.08650829285710776,2,True,standard,0.00010359318187423375,COMPLETE
294,188.65420532226562,2026-01-03 19:23:15.072005,2026-01-03 19:23:27.044025,0 days 00:00:11.972020,relu,0.10890448269089369,28,0.0040873893976283385,2,True,robust,9.2215794633113e-05,COMPLETE
295,192.49996948242188,2026-01-03 19:23:28.757992,2026-01-03 19:23:40.588114,0 days 00:00:11.830122,relu,0.10005981876557027,30,0.001984405464694273,2,True,standard,0.00010914709511231926,COMPLETE
296,139.94178771972656,2026-01-03 19:23:40.599638,2026-01-03 19:23:52.211808,0 days 00:00:11.612170,relu,0.11387061012395755,31,0.0780842961578277,2,True,standard,0.00010250330944062094,COMPLETE
297,146.8056182861328,2026-01-03 19:23:52.224325,2026-01-03 19:24:03.854864,0 days 00:00:11.630539,relu,0.11412739230374186,32,0.05603943884730833,2,True,standard,9.754516308098637e-05,COMPLETE
298,147.90390014648438,2026-01-03 19:24:03.867894,2026-01-03 19:24:16.246346,0 days 00:00:12.378452,relu,0.10769558105806444,31,0.06401631146264185,2,True,standard,0.0001090991936818132,COMPLETE
299,162.3482208251953,2026-01-03 19:24:16.256866,2026-01-03 19:24:27.493238,0 days 00:00:11.236372,mish,0.1192392828566346,29,0.07672817599182431,2,True,standard,0.0001137212714751554,COMPLETE
300,144.59628295898438,2026-01-03 19:24:27.502757,2026-01-03 19:24:38.259324,0 days 00:00:10.756567,relu,0.1102989597597204,31,0.07082159840860522,2,True,standard,9.009760897522353e-05,COMPLETE
301,141.47865295410156,2026-01-03 19:24:38.269845,2026-01-03 19:24:48.802289,0 days 00:00:10.532444,relu,0.12280640709780566,32,0.08094354913878743,2,True,standard,8.207794801971118e-05,COMPLETE
302,147.50845336914062,2026-01-03 19:24:48.813807,2026-01-03 19:24:59.310842,0 days 00:00:10.497035,relu,0.12405586179252606,32,0.051893526716195716,2,True,standard,7.267075454559928e-05,COMPLETE
303,164.8636016845703,2026-01-03 19:24:59.324362,2026-01-03 19:25:09.973136,0 days 00:00:10.648774,silu,0.11647738073636307,29,0.06284343442357111,2,True,standard,8.527611030611967e-05,COMPLETE
304,199.7390594482422,2026-01-03 19:25:09.983652,2026-01-03 19:25:19.920414,0 days 00:00:09.936762,relu,0.12318486986409853,6,0.08049476510720166,2,True,minmax,0.00010361291268088785,COMPLETE
305,143.7377166748047,2026-01-03 19:25:19.929924,2026-01-03 19:25:30.368240,0 days 00:00:10.438316,relu,0.10685451679624129,27,0.08311467510693328,2,True,standard,6.207103685463342e-05,COMPLETE
306,146.5961456298828,2026-01-03 19:25:30.379756,2026-01-03 19:25:40.917790,0 days 00:00:10.538034,relu,0.11418182149176383,30,0.0711997362505517,2,True,standard,0.00012868092296505117,COMPLETE
307,163.3825225830078,2026-01-03 19:25:40.928320,2026-01-03 19:25:50.967455,0 days 00:00:10.039135,relu,0.12445232522322697,12,0.08557955316665192,2,True,standard,7.9314377203443e-05,COMPLETE
308,145.44589233398438,2026-01-03 19:25:50.978485,2026-01-03 19:26:01.280675,0 days 00:00:10.302190,relu,0.12200526333184115,32,0.07414674231258368,2,True,standard,0.00014478683125862006,COMPLETE
309,143.25448608398438,2026-01-03 19:26:01.288698,2026-01-03 19:26:11.811948,0 days 00:00:10.523250,relu,0.10035997343392837,31,0.06324386419611043,2,True,standard,0.00010524432725517947,COMPLETE
310,144.11585998535156,2026-01-03 19:26:11.821468,2026-01-03 19:26:22.405298,0 days 00:00:10.583830,relu,0.11133873995878654,32,0.0576648751394535,2,True,standard,9.68460832265113e-05,COMPLETE
311,171.84927368164062,2026-01-03 19:26:22.414820,2026-01-03 19:26:32.779276,0 days 00:00:10.364456,relu,0.10434358473431321,28,0.06472885848164192,2,True,none,0.00010364704490451352,COMPLETE
312,144.17173767089844,2026-01-03 19:26:32.789808,2026-01-03 19:26:43.276011,0 days 00:00:10.486203,relu,0.10007629924312411,29,0.07559375993659692,2,True,standard,0.00012780404865630733,COMPLETE
313,198.3174038357205,2026-01-03 19:26:43.285527,2026-01-03 19:26:53.333891,0 days 00:00:10.048364,relu,0.11489901061724762,30,0.0009943811162554362,2,False,standard,0.00014576318646215415,COMPLETE
314,144.6956024169922,2026-01-03 19:26:53.343407,2026-01-03 19:27:03.988047,0 days 00:00:10.644640,relu,0.12288276334940695,30,0.08520813351400044,2,True,standard,0.00011880302681414644,COMPLETE
315,151.10922241210938,2026-01-03 19:27:03.996554,2026-01-03 19:27:14.431213,0 days 00:00:10.434659,relu,0.10859996855251113,32,0.06841542326259245,2,True,standard,0.00018241473069413128,COMPLETE
316,151.27920532226562,2026-01-03 19:27:14.443731,2026-01-03 19:27:24.961861,0 days 00:00:10.518130,relu,0.12535228104260998,31,0.061210941555711974,2,True,robust,8.578309693391446e-05,COMPLETE
317,152.45980834960938,2026-01-03 19:27:24.972380,2026-01-03 19:27:35.351185,0 days 00:00:10.378805,relu,0.11692599873811262,27,0.04941586576900946,2,True,standard,0.00010508291551853957,COMPLETE
318,141.0475616455078,2026-01-03 19:27:35.362700,2026-01-03 19:27:45.818219,0 days 00:00:10.455519,relu,0.10545109091674396,30,0.08535546818145238,2,True,standard,0.0001325287380184397,COMPLETE
319,149.37496948242188,2026-01-03 19:27:45.825224,2026-01-03 19:27:56.844383,0 days 00:00:11.019159,relu,0.10086275815798454,29,0.07722404402898933,2,True,standard,0.00013371207709466314,COMPLETE
320,143.54315185546875,2026-01-03 19:27:56.853409,2026-01-03 19:28:06.883735,0 days 00:00:10.030326,relu,0.10015657480200275,28,0.08681153036429642,2,True,standard,0.00011240420307725941,COMPLETE
321,193.95761108398438,2026-01-03 19:28:06.893254,2026-01-03 19:28:16.557427,0 days 00:00:09.664173,relu,0.10843682499563856,31,0.001317093331033079,2,True,standard,0.0001582323923838148,COMPLETE
322,143.29202270507812,2026-01-03 19:28:16.569944,2026-01-03 19:28:26.227342,0 days 00:00:09.657398,relu,0.11111119299906543,29,0.06768503359817137,2,True,standard,0.00013022928308993028,COMPLETE
323,142.1918487548828,2026-01-03 19:28:26.239863,2026-01-03 19:28:36.362912,0 days 00:00:10.123049,relu,0.1159580585654302,30,0.08796831749681094,2,True,standard,9.184129230186455e-05,COMPLETE
324,163.31455993652344,2026-01-03 19:28:36.374433,2026-01-03 19:28:48.923991,0 days 00:00:12.549558,mish,0.1182380528343986,28,0.07706014085338925,2,True,standard,7.36292760895453e-05,COMPLETE
325,147.35189819335938,2026-01-03 19:28:48.934509,2026-01-03 19:28:59.437245,0 days 00:00:10.502736,relu,0.10789266891119328,27,0.05849513637012246,2,True,standard,8.496040761458741e-05,COMPLETE
326,173.95327758789062,2026-01-03 19:28:59.449280,2026-01-03 19:29:15.104153,0 days 00:00:15.654873,relu,0.11607249683315768,30,0.009091696437239578,2,True,standard,0.00010309991434751418,COMPLETE
327,141.2288360595703,2026-01-03 19:29:15.118193,2026-01-03 19:29:27.233890,0 days 00:00:12.115697,relu,0.1265775382057584,30,0.08509275449960559,2,True,standard,9.554434215617281e-05,COMPLETE
328,166.31980895996094,2026-01-03 19:29:27.247004,2026-01-03 19:29:38.051604,0 days 00:00:10.804600,silu,0.12681981965058253,29,0.0878670940627141,2,True,standard,8.881531175161588e-05,COMPLETE
329,146.06503295898438,2026-01-03 19:29:38.062627,2026-01-03 19:29:48.429953,0 days 00:00:10.367326,relu,0.1275411807402307,30,0.07838675434737696,2,True,standard,0.00017966725041158787,COMPLETE
330,273.90228271484375,2026-01-03 19:29:48.439535,2026-01-03 19:29:58.800499,0 days 00:00:10.360964,relu,0.12226384856923722,28,0.000316922150426254,2,True,minmax,0.00015162600462983978,COMPLETE
331,153.09857177734375,2026-01-03 19:29:58.813610,2026-01-03 19:30:08.967819,0 days 00:00:10.154209,relu,0.23559195142057548,30,0.08817546850386945,2,True,standard,0.00012182798342825947,COMPLETE
332,147.66921997070312,2026-01-03 19:30:08.979336,2026-01-03 19:30:19.386260,0 days 00:00:10.406924,relu,0.11740494768622504,27,0.07424595459966984,2,True,standard,0.00022024139791479666,COMPLETE
333,198.47326741536457,2026-01-03 19:30:19.399359,2026-01-03 19:30:31.106207,0 days 00:00:11.706848,relu,0.1280856015737755,29,0.000994156491543384,2,False,standard,0.00017851151207625755,COMPLETE
334,139.78541564941406,2026-01-03 19:30:31.122731,2026-01-03 19:30:42.588711,0 days 00:00:11.465980,relu,0.11522073960125546,31,0.08779716735846423,2,True,standard,9.899768640140142e-05,COMPLETE
335,146.24879455566406,2026-01-03 19:30:42.601226,2026-01-03 19:30:53.783105,0 days 00:00:11.181879,relu,0.11344355387158842,30,0.0701963401306806,2,True,standard,6.818406617865179e-05,COMPLETE
336,143.76768493652344,2026-01-03 19:30:53.797135,2026-01-03 19:31:05.447540,0 days 00:00:11.650405,relu,0.1185394671398521,32,0.08828131374583328,2,True,standard,9.841367064347544e-05,COMPLETE
337,172.50454711914062,2026-01-03 19:31:05.461062,2026-01-03 19:31:18.123873,0 days 00:00:12.662811,relu,0.10934389928457278,29,0.07807682560944243,2,True,none,7.951094911332565e-05,COMPLETE
338,141.12820434570312,2026-01-03 19:31:18.139413,2026-01-03 19:31:30.417741,0 days 00:00:12.278328,relu,0.12302128894916055,31,0.08832127642604155,2,True,standard,9.28948775220396e-05,COMPLETE
339,146.24215698242188,2026-01-03 19:31:30.430255,2026-01-03 19:31:43.123945,0 days 00:00:12.693690,relu,0.12233990512780805,28,0.09878699488123742,2,True,standard,9.286616542180249e-05,COMPLETE
340,168.4280242919922,2026-01-03 19:31:43.136979,2026-01-03 19:31:54.646708,0 days 00:00:11.509729,gelu,0.1142408707839136,8,0.08746935235793925,2,True,standard,8.218615127280417e-05,COMPLETE
341,144.5993194580078,2026-01-03 19:31:54.656283,2026-01-03 19:32:05.156189,0 days 00:00:10.499906,relu,0.12743290348410755,30,0.08773063391489036,2,True,standard,0.00011221042652399288,COMPLETE
342,158.81192016601562,2026-01-03 19:32:05.170711,2026-01-03 19:32:15.834224,0 days 00:00:10.663513,relu,0.26511062634693067,31,0.09990278799179934,2,True,robust,0.00012415736553189827,COMPLETE
343,143.5940399169922,2026-01-03 19:32:15.845349,2026-01-03 19:32:26.292750,0 days 00:00:10.447401,relu,0.10705732922146065,27,0.06784836002774222,2,True,standard,9.053483698966735e-05,COMPLETE
344,146.4235382080078,2026-01-03 19:32:26.306793,2026-01-03 19:32:36.464870,0 days 00:00:10.158077,relu,0.12388911799052534,29,0.08341527551481746,2,True,standard,7.067694490275641e-05,COMPLETE
345,142.04432678222656,2026-01-03 19:32:36.476395,2026-01-03 19:32:46.790265,0 days 00:00:10.313870,relu,0.11643933998556114,30,0.0997214132390498,2,True,standard,9.772223431454347e-05,COMPLETE
346,142.06983947753906,2026-01-03 19:32:46.802778,2026-01-03 19:32:56.900442,0 days 00:00:10.097664,relu,0.11364810201034209,30,0.0983740926004231,2,True,standard,0.00011936231903974052,COMPLETE
347,143.4600830078125,2026-01-03 19:32:56.914463,2026-01-03 19:33:06.963017,0 days 00:00:10.048554,relu,0.10864303212923368,28,0.08846325904622898,2,True,standard,6.026599818222319e-05,COMPLETE
348,142.49285888671875,2026-01-03 19:33:06.975038,2026-01-03 19:33:17.100687,0 days 00:00:10.125649,relu,0.11444098745503009,30,0.08849537534957755,2,True,standard,9.676392114528195e-05,COMPLETE
349,145.18626403808594,2026-01-03 19:33:17.112205,2026-01-03 19:33:28.822837,0 days 00:00:11.710632,relu,0.10750107893791895,26,0.06948926145492992,2,True,standard,9.884641191560321e-05,COMPLETE
350,142.80369567871094,2026-01-03 19:33:28.837876,2026-01-03 19:33:42.073373,0 days 00:00:13.235497,relu,0.11622979149198616,29,0.08081986506628926,2,True,standard,0.00011510737538911649,COMPLETE
351,156.49594116210938,2026-01-03 19:33:42.087921,2026-01-03 19:33:53.913999,0 days 00:00:11.826078,mish,0.11500874626443791,27,0.0880108203571015,2,True,standard,9.53139915230009e-05,COMPLETE
352,143.03517150878906,2026-01-03 19:33:53.926022,2026-01-03 19:34:04.323849,0 days 00:00:10.397827,relu,0.10508387203830104,30,0.060869993039661244,2,True,standard,7.93985839213446e-05,COMPLETE
353,144.36146545410156,2026-01-03 19:34:04.334876,2026-01-03 19:34:14.740850,0 days 00:00:10.405974,relu,0.11280304990344099,30,0.09999356772213228,2,True,standard,0.00010651830187709663,COMPLETE
354,163.8543243408203,2026-01-03 19:34:14.751371,2026-01-03 19:34:25.052640,0 days 00:00:10.301269,silu,0.1176821149661471,28,0.07796195314717917,2,True,standard,0.00013163820779302256,COMPLETE
355,198.2155038113064,2026-01-03 19:34:25.062156,2026-01-03 19:34:34.376676,0 days 00:00:09.314520,relu,0.10354881283126889,28,0.0009949279570361442,2,False,standard,8.921025672011716e-05,COMPLETE
356,169.80010986328125,2026-01-03 19:34:34.388197,2026-01-03 19:34:44.582138,0 days 00:00:10.193941,relu,0.11956112401346893,29,0.07456766230605366,2,True,minmax,0.00010264984798807189,COMPLETE
357,144.060302734375,2026-01-03 19:34:44.595169,2026-01-03 19:34:56.192910,0 days 00:00:11.597741,relu,0.11150965515463233,30,0.08812368829848621,2,True,standard,0.00011689440562676014,COMPLETE
358,148.72152709960938,2026-01-03 19:34:56.204007,2026-01-03 19:35:05.999380,0 days 00:00:09.795373,relu,0.10055797770637281,27,0.05259591413781344,2,True,standard,7.810701663428227e-05,COMPLETE
359,142.9172821044922,2026-01-03 19:35:06.011899,2026-01-03 19:35:17.253634,0 days 00:00:11.241735,relu,0.12196145470312625,31,0.0999554815004653,2,True,standard,0.0001356179113534071,COMPLETE
360,148.57484436035156,2026-01-03 19:35:17.264662,2026-01-03 19:35:29.031902,0 days 00:00:11.767240,relu,0.1284567206422721,29,0.06586786093624292,2,True,standard,8.983654706444088e-05,COMPLETE
361,183.1583251953125,2026-01-03 19:35:29.043924,2026-01-03 19:35:39.097493,0 days 00:00:10.053569,relu,0.1105681839032612,6,0.07926750774102749,2,True,standard,0.00011540043676900794,COMPLETE
362,196.93875122070312,2026-01-03 19:35:39.108506,2026-01-03 19:35:49.124629,0 days 00:00:10.016123,relu,0.11686561069906502,30,0.0005581833969003697,2,True,standard,6.491120823241783e-05,COMPLETE
363,172.37368774414062,2026-01-03 19:35:49.135141,2026-01-03 19:36:00.240363,0 days 00:00:11.105222,relu,0.12778615866220494,31,0.08831955979876117,2,True,none,0.00010063584419410285,COMPLETE
364,143.665283203125,2026-01-03 19:36:00.252390,2026-01-03 19:36:11.910448,0 days 00:00:11.658058,relu,0.10011432757097039,28,0.0706057353296438,2,True,standard,0.00013452072699342787,COMPLETE
365,276.34027099609375,2026-01-03 19:36:11.920963,2026-01-03 19:36:23.369782,0 days 00:00:11.448819,gelu,0.12008984648577296,31,0.00011174406182250586,2,True,standard,8.030122462002072e-05,COMPLETE
366,150.46658325195312,2026-01-03 19:36:23.382303,2026-01-03 19:36:32.985895,0 days 00:00:09.603592,relu,0.11012456527662816,26,0.08829712751482527,2,True,robust,0.00011127584194593752,COMPLETE
367,144.6302032470703,2026-01-03 19:36:32.999917,2026-01-03 19:36:42.866938,0 days 00:00:09.867021,relu,0.13076056687939647,30,0.07737543673296989,2,True,standard,9.433449565393557e-05,COMPLETE
368,144.6885986328125,2026-01-03 19:36:42.878453,2026-01-03 19:36:53.856788,0 days 00:00:10.978335,relu,0.120958627179508,29,0.06394195374261057,2,True,standard,0.0001473313995255137,COMPLETE
369,141.94198608398438,2026-01-03 19:36:53.867814,2026-01-03 19:37:06.088329,0 days 00:00:12.220515,relu,0.11101170682122642,32,0.08855779519055171,2,True,standard,0.00012240699660926642,COMPLETE
370,143.56651306152344,2026-01-03 19:37:06.102865,2026-01-03 19:37:19.990021,0 days 00:00:13.887156,relu,0.10954285869221692,32,0.05749729700691681,2,True,standard,0.00012297054863715583,COMPLETE
371,166.0264434814453,2026-01-03 19:37:20.001542,2026-01-03 19:37:30.297785,0 days 00:00:10.296243,relu,0.3544693249878157,31,0.06969356626191492,2,True,standard,0.00010770650290921553,COMPLETE
372,143.05360412597656,2026-01-03 19:37:30.310300,2026-01-03 19:37:40.605597,0 days 00:00:10.295297,relu,0.1072483758481368,29,0.08108985438958792,2,True,standard,0.00013458539311262207,COMPLETE
373,144.4517059326172,2026-01-03 19:37:40.618115,2026-01-03 19:37:51.328662,0 days 00:00:10.710547,relu,0.11600157551506417,32,0.08825893986195214,2,True,standard,0.00016280202695892227,COMPLETE
374,198.06472737630207,2026-01-03 19:37:51.340179,2026-01-03 19:38:00.785838,0 days 00:00:09.445659,relu,0.10610770151094147,28,0.0009940150517885578,2,False,standard,7.408919858135251e-05,COMPLETE
375,158.16307067871094,2026-01-03 19:38:00.796355,2026-01-03 19:38:11.789016,0 days 00:00:10.992661,mish,0.115371050985824,30,0.09989467220942747,2,True,standard,9.345082160292053e-05,COMPLETE
376,142.58670043945312,2026-01-03 19:38:11.801049,2026-01-03 19:38:23.343364,0 days 00:00:11.542315,relu,0.12358049976638603,32,0.07301057639519608,2,True,standard,0.0001226022282840224,COMPLETE
377,170.797119140625,2026-01-03 19:38:23.359884,2026-01-03 19:38:34.123905,0 days 00:00:10.764021,relu,0.11456069862461689,9,0.07971128039075163,2,True,standard,0.00010568316655127051,COMPLETE
378,171.10281372070312,2026-01-03 19:38:34.134420,2026-01-03 19:38:44.330946,0 days 00:00:10.196526,relu,0.3748486573652958,30,0.06478745675411365,2,True,standard,8.493578624069656e-05,COMPLETE
379,144.41957092285156,2026-01-03 19:38:44.343977,2026-01-03 19:38:54.749275,0 days 00:00:10.405298,relu,0.12748173435394913,27,0.08788428502438912,2,True,standard,0.00014527667606462958,COMPLETE
380,168.33811950683594,2026-01-03 19:38:54.761296,2026-01-03 19:39:05.050908,0 days 00:00:10.289612,silu,0.12145162604623262,31,0.07565677593840041,2,True,standard,5.4030830436508475e-05,COMPLETE
381,195.5174102783203,2026-01-03 19:39:05.063942,2026-01-03 19:39:14.648298,0 days 00:00:09.584356,relu,0.49390594711449487,29,0.08798551301544486,2,True,minmax,0.00022638378062163523,COMPLETE
382,169.7755889892578,2026-01-03 19:39:14.657819,2026-01-03 19:39:24.890333,0 days 00:00:10.232514,relu,0.10763196864257452,14,0.057517955196697605,2,True,standard,0.00016618637344627176,COMPLETE
383,149.42616271972656,2026-01-03 19:39:24.902354,2026-01-03 19:39:35.808622,0 days 00:00:10.906268,relu,0.10056148300245871,28,0.06877069985176036,2,True,standard,0.0001234875871643098,COMPLETE
384,139.89950561523438,2026-01-03 19:39:35.820137,2026-01-03 19:39:46.595080,0 days 00:00:10.774943,relu,0.13178459342954738,31,0.08845701150409455,2,True,standard,0.00010055606298530036,COMPLETE
385,152.41903686523438,2026-01-03 19:39:46.605597,2026-01-03 19:39:57.714964,0 days 00:00:11.109367,relu,0.13388026355842872,32,0.049018165326297096,2,True,standard,0.00011183953818016802,COMPLETE
386,144.68881225585938,2026-01-03 19:39:57.729068,2026-01-03 19:40:08.992130,0 days 00:00:11.263062,relu,0.1302872578760006,32,0.09933459579767184,2,True,standard,6.749279190014578e-05,COMPLETE
387,145.4207000732422,2026-01-03 19:40:09.005656,2026-01-03 19:40:20.090148,0 days 00:00:11.084492,relu,0.12464284932234457,31,0.07750839624336549,2,True,standard,0.0001401010092473817,COMPLETE
388,144.3199920654297,2026-01-03 19:40:20.100665,2026-01-03 19:40:31.080205,0 days 00:00:10.979540,relu,0.13203692797385444,29,0.07925396600668613,2,True,standard,0.00018896436217772763,COMPLETE
389,191.112060546875,2026-01-03 19:40:31.144837,2026-01-03 19:40:43.679218,0 days 00:00:12.534381,gelu,0.12066811078910031,26,0.0024995708249450016,2,True,standard,8.909883666995481e-05,COMPLETE
390,170.98675537109375,2026-01-03 19:40:43.697141,2026-01-03 19:40:54.982204,0 days 00:00:11.285063,relu,0.113278344815071,31,0.066400347080143,2,True,none,0.00010486343137878401,COMPLETE
391,176.60304260253906,2026-01-03 19:40:54.994729,2026-01-03 19:41:06.199590,0 days 00:00:11.204861,relu,0.133175866266733,30,0.013898528064423864,2,True,robust,0.00016348663947751728,COMPLETE
392,198.475375773112,2026-01-03 19:41:06.217625,2026-01-03 19:41:16.970345,0 days 00:00:10.752720,relu,0.12325105283460284,32,0.0009949127689730139,2,False,standard,0.00021620152894380354,COMPLETE
393,170.32838439941406,2026-01-03 19:41:16.988381,2026-01-03 19:41:27.895744,0 days 00:00:10.907363,relu,0.10761817001003904,11,0.08756533320409607,2,True,standard,0.000125609796139085,COMPLETE
394,144.12075805664062,2026-01-03 19:41:27.905262,2026-01-03 19:41:38.707493,0 days 00:00:10.802231,relu,0.11954413767914059,27,0.07264308905324426,2,True,standard,7.857168472778348e-05,COMPLETE
395,140.75538635253906,2026-01-03 19:41:38.717586,2026-01-03 19:41:49.838762,0 days 00:00:11.121176,relu,0.10010882753400863,30,0.0906942176736129,2,True,standard,0.00011529085491309117,COMPLETE
396,176.38182067871094,2026-01-03 19:41:49.853798,2026-01-03 19:42:01.135956,0 days 00:00:11.282158,relu,0.10160796787202987,30,0.007255812610310028,2,True,standard,0.00010190579797293722,COMPLETE
397,165.63487243652344,2026-01-03 19:42:01.150983,2026-01-03 19:42:12.569232,0 days 00:00:11.418249,relu,0.341058084748067,31,0.08862595739437124,2,True,standard,0.00011210716949437606,COMPLETE
398,141.93222045898438,2026-01-03 19:42:12.582257,2026-01-03 19:42:23.812967,0 days 00:00:11.230710,relu,0.1067290330657542,29,0.09877922080387676,2,True,standard,8.778241580927759e-05,COMPLETE
399,142.0706787109375,2026-01-03 19:42:23.826487,2026-01-03 19:42:35.156163,0 days 00:00:11.329676,relu,0.10017208999433559,29,0.07826217640967363,2,True,standard,6.9526229070648e-05,COMPLETE
400,151.28317260742188,2026-01-03 19:42:35.167679,2026-01-03 19:42:47.013737,0 days 00:00:11.846058,mish,0.10196752117351007,28,0.09966509705861158,2,True,standard,8.501906989600974e-05,COMPLETE
401,148.5990447998047,2026-01-03 19:42:47.026549,2026-01-03 19:42:58.797092,0 days 00:00:11.770543,relu,0.10153329878467336,29,0.07637832023914852,2,True,standard,6.826627253631312e-05,COMPLETE
