number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_scale_target,params_scaler,params_scaler_post_pca,params_weight_decay,state
764,158.7351837158203,2026-01-02 18:30:49.587101,2026-01-02 18:30:57.569278,0 days 00:00:07.982177,relu,0.12533526225687508,64,0.06408936953063162,True,,none,1.0223894643849627e-05,COMPLETE
765,197.44843078613283,2026-01-02 18:30:57.578276,2026-01-02 18:31:05.453878,0 days 00:00:07.875602,relu,0.11688177766474868,58,0.0009944180631577598,False,,none,1.2139647998707163e-05,COMPLETE
766,156.25958251953125,2026-01-02 18:31:05.462877,2026-01-02 18:31:13.478958,0 days 00:00:08.016081,relu,0.10043904113420891,61,0.08861652748077539,True,,none,1.3832796826521644e-05,COMPLETE
767,194.5264129638672,2026-01-02 18:31:13.486959,2026-01-02 18:31:21.538594,0 days 00:00:08.051635,relu,0.10647173740738004,61,0.00018920818230383317,True,,none,1.4185703762177715e-05,COMPLETE
768,157.60804748535156,2026-01-02 18:31:21.546594,2026-01-02 18:31:29.612793,0 days 00:00:08.066199,relu,0.1001520880952969,61,0.08875047451710921,True,,none,1.4305114355514317e-05,COMPLETE
769,158.65597534179688,2026-01-02 18:31:29.621794,2026-01-02 18:31:37.569873,0 days 00:00:07.948079,relu,0.10663443238212582,58,0.073929165945917,True,,none,9.419556286263216e-06,COMPLETE
770,156.12631225585938,2026-01-02 18:31:37.577871,2026-01-02 18:31:45.640551,0 days 00:00:08.062680,relu,0.10017987222717552,64,0.0999605113256121,True,,none,1.1130502158181245e-05,COMPLETE
771,163.29190063476562,2026-01-02 18:31:45.649551,2026-01-02 18:31:54.191800,0 days 00:00:08.542249,mish,0.1075763091161576,64,0.09873113345119672,True,,none,1.3947333680290635e-05,COMPLETE
772,157.51527404785156,2026-01-02 18:31:54.198806,2026-01-02 18:32:02.197963,0 days 00:00:07.999157,relu,0.1001099717956889,61,0.08863467610653522,True,,none,1.1916970117383158e-05,COMPLETE
773,156.61776733398438,2026-01-02 18:32:02.205963,2026-01-02 18:32:10.226560,0 days 00:00:08.020597,relu,0.10036082798889405,61,0.09955787093032374,True,,none,1.0856548049513238e-05,COMPLETE
774,168.9981689453125,2026-01-02 18:32:10.235561,2026-01-02 18:32:18.255250,0 days 00:00:08.019689,relu,0.11440121491148883,64,0.07802559422036531,True,,minmax,1.3776504900194555e-05,COMPLETE
775,157.14012145996094,2026-01-02 18:32:18.262251,2026-01-02 18:32:26.274949,0 days 00:00:08.012698,relu,0.10777515626760487,64,0.08929305217383197,True,,none,1.1545616727412497e-05,COMPLETE
776,156.2756805419922,2026-01-02 18:32:26.281948,2026-01-02 18:32:34.263100,0 days 00:00:07.981152,relu,0.11949394755899737,64,0.09952857958883389,True,,none,3.976088094866275e-06,COMPLETE
777,159.2604522705078,2026-01-02 18:32:34.271100,2026-01-02 18:32:42.322318,0 days 00:00:08.051218,relu,0.11785048502731744,64,0.09946279161503963,True,,none,3.629870268895734e-06,COMPLETE
778,155.97805786132812,2026-01-02 18:32:42.331318,2026-01-02 18:32:50.346643,0 days 00:00:08.015325,relu,0.1071756407501213,64,0.08870405947819321,True,,none,2.8559595903237466e-06,COMPLETE
779,179.20697021484375,2026-01-02 18:32:50.355645,2026-01-02 18:32:58.442800,0 days 00:00:08.087155,silu,0.1074256835617231,64,0.022503912178368324,True,,none,2.71813397538533e-06,COMPLETE
780,157.1385955810547,2026-01-02 18:32:58.450801,2026-01-02 18:33:06.444947,0 days 00:00:07.994146,relu,0.10010257985960806,64,0.09887527733192812,True,,none,3.0562124038268743e-06,COMPLETE
781,158.11119079589844,2026-01-02 18:33:06.452947,2026-01-02 18:33:14.406556,0 days 00:00:07.953609,relu,0.11374066158510888,64,0.08939420200352287,True,,none,2.1867633698526204e-06,COMPLETE
782,156.64462280273438,2026-01-02 18:33:14.413557,2026-01-02 18:33:22.426644,0 days 00:00:08.013087,relu,0.10022706080404895,61,0.09916957013809491,True,,none,2.953787330416391e-06,COMPLETE
783,156.80795288085938,2026-01-02 18:33:22.434644,2026-01-02 18:33:30.474319,0 days 00:00:08.039675,relu,0.10694029194663135,61,0.08711117828938106,True,,none,2.0355381596139653e-06,COMPLETE
784,156.76541137695312,2026-01-02 18:33:30.482317,2026-01-02 18:33:38.554992,0 days 00:00:08.072675,relu,0.10592071569239274,61,0.09957590779576861,True,,none,2.681650639080832e-06,COMPLETE
785,197.3101136610243,2026-01-02 18:33:38.562992,2026-01-02 18:33:46.378596,0 days 00:00:07.815604,relu,0.10026577330654196,61,0.0009938430089911972,False,,none,3.0280881212843475e-06,COMPLETE
786,157.0724639892578,2026-01-02 18:33:46.387597,2026-01-02 18:33:54.342268,0 days 00:00:07.954671,relu,0.100597394614503,64,0.09931480991040234,True,,none,3.333372011610175e-06,COMPLETE
787,158.50962829589844,2026-01-02 18:33:54.350268,2026-01-02 18:34:02.423441,0 days 00:00:08.073173,relu,0.10044712570446795,61,0.08808378034447202,True,,none,2.59220816624393e-06,COMPLETE
788,161.60787963867188,2026-01-02 18:34:02.431954,2026-01-02 18:34:11.178742,0 days 00:00:08.746788,gelu,0.10684269061741171,60,0.08019490268893502,True,,none,2.584856897792145e-06,COMPLETE
789,156.2592315673828,2026-01-02 18:34:11.187743,2026-01-02 18:34:19.202370,0 days 00:00:08.014627,relu,0.10669589273389736,61,0.09903538735725628,True,,none,2.454978668890901e-06,COMPLETE
790,165.5891571044922,2026-01-02 18:34:19.210367,2026-01-02 18:34:27.282576,0 days 00:00:08.072209,relu,0.3405085033694244,59,0.09888122470723841,True,,none,2.3769986980767276e-06,COMPLETE
791,156.44171142578125,2026-01-02 18:34:27.291576,2026-01-02 18:34:35.377334,0 days 00:00:08.085758,relu,0.10026502457571973,59,0.08797279020511907,True,,none,3.802213282367342e-06,COMPLETE
792,157.6131591796875,2026-01-02 18:34:35.386342,2026-01-02 18:34:43.521491,0 days 00:00:08.135149,relu,0.1077236704903912,58,0.0821447318887161,True,,none,3.0971798816445475e-06,COMPLETE
793,158.50656127929688,2026-01-02 18:34:43.529492,2026-01-02 18:34:51.671659,0 days 00:00:08.142167,relu,0.10007722583245113,58,0.0875060522670029,True,,none,2.272830515198423e-06,COMPLETE
794,157.03994750976562,2026-01-02 18:34:51.680658,2026-01-02 18:34:59.668723,0 days 00:00:07.988065,relu,0.10044945059822775,61,0.0803056728481426,True,,none,3.7082862157279234e-06,COMPLETE
795,166.73953247070312,2026-01-02 18:34:59.677723,2026-01-02 18:35:07.835001,0 days 00:00:08.157278,relu,0.1117425645934373,58,0.07822923961517855,True,,minmax,3.090203471491408e-06,COMPLETE
796,162.58126831054688,2026-01-02 18:35:07.843514,2026-01-02 18:35:16.241138,0 days 00:00:08.397624,mish,0.10047845961944614,64,0.0996566258618237,True,,none,2.637480691252654e-06,COMPLETE
797,158.79563903808594,2026-01-02 18:35:16.250138,2026-01-02 18:35:24.229309,0 days 00:00:07.979171,relu,0.11200460450734774,61,0.0884339682797771,True,,none,1.947654708327489e-06,COMPLETE
798,166.8346405029297,2026-01-02 18:35:24.237309,2026-01-02 18:35:32.341539,0 days 00:00:08.104230,relu,0.3262961613984074,58,0.09955465479378726,True,,none,3.074567667074224e-06,COMPLETE
799,157.15188598632812,2026-01-02 18:35:32.348539,2026-01-02 18:35:40.256215,0 days 00:00:07.907676,relu,0.10000058280905759,64,0.08803973267445965,True,,none,4.093829170886334e-06,COMPLETE
800,157.93203735351562,2026-01-02 18:35:40.267216,2026-01-02 18:35:48.372440,0 days 00:00:08.105224,relu,0.11231053412237414,57,0.0997885841063485,True,,none,3.5626005073020073e-06,COMPLETE
801,158.59893798828125,2026-01-02 18:35:48.380437,2026-01-02 18:35:56.344151,0 days 00:00:07.963714,relu,0.10956052418086237,60,0.07794818262075282,True,,none,3.4658703011890424e-06,COMPLETE
802,165.09231567382812,2026-01-02 18:35:56.353156,2026-01-02 18:36:04.450859,0 days 00:00:08.097703,silu,0.11718554543949403,61,0.08678238845416571,True,,none,1.7206632027416354e-06,COMPLETE
803,158.45285034179688,2026-01-02 18:36:04.459858,2026-01-02 18:36:12.533065,0 days 00:00:08.073207,relu,0.10007444133462111,57,0.07367477111136388,True,,none,2.808312230445672e-06,COMPLETE
804,197.61434766981338,2026-01-02 18:36:12.542068,2026-01-02 18:36:20.331687,0 days 00:00:07.789619,relu,0.10774947238888817,64,0.0009940597716066434,False,,none,2.3905425973852243e-06,COMPLETE
805,156.88967895507812,2026-01-02 18:36:20.340694,2026-01-02 18:36:28.358339,0 days 00:00:08.017645,relu,0.11688527311337109,60,0.08761714491565178,True,,none,3.830205060540689e-06,COMPLETE
806,159.32156372070312,2026-01-02 18:36:28.366341,2026-01-02 18:36:36.422978,0 days 00:00:08.056637,relu,0.10771657931101085,58,0.07703420754202853,True,,none,3.989586109443897e-06,COMPLETE
807,157.22061157226562,2026-01-02 18:36:36.431975,2026-01-02 18:36:44.482152,0 days 00:00:08.050177,relu,0.10839510888463533,64,0.08600542956280707,True,,none,1.984151020711694e-06,COMPLETE
808,156.8365020751953,2026-01-02 18:36:44.493152,2026-01-02 18:36:52.586797,0 days 00:00:08.093645,relu,0.11633823525159351,56,0.09946336433574664,True,,none,3.4873263150968513e-06,COMPLETE
809,159.5866241455078,2026-01-02 18:36:52.596796,2026-01-02 18:37:00.689471,0 days 00:00:08.092675,relu,0.10761827465931693,61,0.07231816175681163,True,,none,2.9061308497553323e-06,COMPLETE
810,157.42530822753906,2026-01-02 18:37:00.697471,2026-01-02 18:37:08.695628,0 days 00:00:07.998157,relu,0.10062105513511178,57,0.09985201533969001,True,,none,2.2833164359804324e-06,COMPLETE
811,157.0791473388672,2026-01-02 18:37:08.703630,2026-01-02 18:37:16.652243,0 days 00:00:07.948613,relu,0.11798172703691673,61,0.0881238252076439,True,,none,4.029175650508444e-06,COMPLETE
812,157.09228515625,2026-01-02 18:37:16.659757,2026-01-02 18:37:24.691899,0 days 00:00:08.032142,relu,0.10755579291181148,64,0.09987840814986862,True,,none,3.242314351353352e-06,COMPLETE
813,160.5561065673828,2026-01-02 18:37:24.699899,2026-01-02 18:37:33.119164,0 days 00:00:08.419265,gelu,0.11496864371851177,31,0.07992396014027778,True,,none,2.4605352437301467e-06,COMPLETE
814,159.71884155273438,2026-01-02 18:37:33.128164,2026-01-02 18:37:41.127840,0 days 00:00:07.999676,relu,0.11978303606657022,56,0.0710624541390619,True,,none,2.7625668919304884e-06,COMPLETE
815,195.91798400878906,2026-01-02 18:37:41.136840,2026-01-02 18:37:49.101008,0 days 00:00:07.964168,relu,0.10710334495587752,60,0.002851993285981489,True,,minmax,4.033266082675649e-06,COMPLETE
816,156.56582641601562,2026-01-02 18:37:49.109007,2026-01-02 18:37:57.227187,0 days 00:00:08.118180,relu,0.10019843642061749,58,0.08657338148750567,True,,none,3.3013842084359456e-06,COMPLETE
817,157.80789184570312,2026-01-02 18:37:57.235186,2026-01-02 18:38:05.316333,0 days 00:00:08.081147,relu,0.10039371062362441,56,0.07930148873876497,True,,none,3.4221895702715267e-06,COMPLETE
818,159.68142700195312,2026-01-02 18:38:05.325332,2026-01-02 18:38:13.375950,0 days 00:00:08.050618,relu,0.10030304923475958,56,0.09988045558779932,True,,none,2.9809319749856192e-06,COMPLETE
819,161.29153442382812,2026-01-02 18:38:13.384950,2026-01-02 18:38:21.508584,0 days 00:00:08.123634,relu,0.21455517029650034,58,0.06760207077782858,True,,none,2.7162274514651495e-06,COMPLETE
820,156.56045532226562,2026-01-02 18:38:21.516584,2026-01-02 18:38:29.607798,0 days 00:00:08.091214,relu,0.10648792385193093,59,0.08534250750604606,True,,none,3.5452276363361554e-06,COMPLETE
821,166.27589416503906,2026-01-02 18:38:29.616796,2026-01-02 18:38:38.226021,0 days 00:00:08.609225,mish,0.10000598159561616,59,0.06531842714099761,True,,none,3.2103248004626026e-06,COMPLETE
822,158.35302734375,2026-01-02 18:38:38.234023,2026-01-02 18:38:46.212649,0 days 00:00:07.978626,relu,0.11226856196848685,56,0.07890121687104781,True,,none,3.9138142931811225e-06,COMPLETE
823,157.317138671875,2026-01-02 18:38:46.220647,2026-01-02 18:38:54.291748,0 days 00:00:08.071101,relu,0.10005035150648735,60,0.07322968006619701,True,,none,3.2989133118544347e-06,COMPLETE
824,197.41511169433596,2026-01-02 18:38:54.299749,2026-01-02 18:39:02.141872,0 days 00:00:07.842123,relu,0.10842266059150313,56,0.0009939291215188052,False,,none,4.612642758155037e-06,COMPLETE
825,157.6981201171875,2026-01-02 18:39:02.150872,2026-01-02 18:39:10.241519,0 days 00:00:08.090647,relu,0.10825439297904266,61,0.08647600137267329,True,,none,3.5995817045160666e-06,COMPLETE
826,157.13404846191406,2026-01-02 18:39:10.249518,2026-01-02 18:39:18.379222,0 days 00:00:08.129704,relu,0.10858514048079049,59,0.08761412239111999,True,,none,2.4331379043739417e-06,COMPLETE
827,158.70938110351562,2026-01-02 18:39:18.387222,2026-01-02 18:39:26.426919,0 days 00:00:08.039697,relu,0.11302452730647553,56,0.07844525011673385,True,,none,4.312060812560688e-06,COMPLETE
828,170.62136840820312,2026-01-02 18:39:26.434915,2026-01-02 18:39:34.542665,0 days 00:00:08.107750,silu,0.10767221435924725,61,0.06381134302624063,True,,none,2.1234464441515767e-06,COMPLETE
829,155.80569458007812,2026-01-02 18:39:34.550666,2026-01-02 18:39:42.550285,0 days 00:00:07.999619,relu,0.10016216013920413,64,0.08795005007530857,True,,none,2.7223495710922246e-06,COMPLETE
830,192.83827209472656,2026-01-02 18:39:42.558286,2026-01-02 18:39:50.671000,0 days 00:00:08.112714,relu,0.44199777634847737,59,0.009752356637099504,True,,none,3.5560909486220978e-06,COMPLETE
831,157.1593780517578,2026-01-02 18:39:50.679512,2026-01-02 18:39:58.710666,0 days 00:00:08.031154,relu,0.11454793655599993,64,0.07107962144937452,True,,none,4.325315213076153e-06,COMPLETE
832,158.9306640625,2026-01-02 18:39:58.718666,2026-01-02 18:40:06.720790,0 days 00:00:08.002124,relu,0.12105709694366958,64,0.06281769801127211,True,,none,2.384534441661673e-06,COMPLETE
833,158.53302001953125,2026-01-02 18:40:06.728791,2026-01-02 18:40:14.773940,0 days 00:00:08.045149,relu,0.10830593161399063,56,0.0796190139177854,True,,none,2.768755010258564e-06,COMPLETE
834,187.8036651611328,2026-01-02 18:40:14.781443,2026-01-02 18:40:22.413484,0 days 00:00:07.632041,relu,0.10002302800730638,8,0.0726550469917657,True,,minmax,1.7369746619564196e-06,COMPLETE
835,158.14292907714844,2026-01-02 18:40:22.421483,2026-01-02 18:40:30.440606,0 days 00:00:08.019123,relu,0.11381723181558254,64,0.08825643563615654,True,,none,3.18575068373722e-06,COMPLETE
836,169.62303161621094,2026-01-02 18:40:30.448606,2026-01-02 18:40:38.504800,0 days 00:00:08.056194,relu,0.41878498139139597,59,0.0789202542992343,True,,none,3.658428195958195e-06,COMPLETE
837,157.90982055664062,2026-01-02 18:40:38.513803,2026-01-02 18:40:46.611840,0 days 00:00:08.098037,relu,0.10879455621223255,61,0.08851576735301235,True,,none,1.314969099552417e-06,COMPLETE
838,163.24038696289062,2026-01-02 18:40:46.619840,2026-01-02 18:40:55.243535,0 days 00:00:08.623695,gelu,0.11949098664019309,56,0.06559903449888596,True,,none,4.329121052328955e-06,COMPLETE
839,156.30902099609375,2026-01-02 18:40:55.252536,2026-01-02 18:41:03.331671,0 days 00:00:08.079135,relu,0.10672822341706899,61,0.08772293103425127,True,,none,2.7067485425832753e-06,COMPLETE
840,161.50259399414062,2026-01-02 18:41:03.339673,2026-01-02 18:41:11.399313,0 days 00:00:08.059640,relu,0.1885636288217061,58,0.07616346416729465,True,,none,2.5344087021128373e-06,COMPLETE
841,159.6216278076172,2026-01-02 18:41:11.406313,2026-01-02 18:41:19.469425,0 days 00:00:08.063112,relu,0.12577279834266777,55,0.08708761838464217,True,,none,2.1795564337395687e-06,COMPLETE
842,160.09164428710938,2026-01-02 18:41:19.476430,2026-01-02 18:41:27.574080,0 days 00:00:08.097650,relu,0.11552163006958639,58,0.07007607139022175,True,,none,2.7816964998871638e-06,COMPLETE
843,161.1874542236328,2026-01-02 18:41:27.582085,2026-01-02 18:41:35.617719,0 days 00:00:08.035634,relu,0.12041555470581124,61,0.05485092926232498,True,,none,1.9290172292238147e-06,COMPLETE
844,197.73902350531685,2026-01-02 18:41:35.625722,2026-01-02 18:41:43.406839,0 days 00:00:07.781117,relu,0.10004272742117445,56,0.0009935175821711181,False,,none,3.1231557963710544e-06,COMPLETE
845,156.90914916992188,2026-01-02 18:41:43.414840,2026-01-02 18:41:51.421032,0 days 00:00:08.006192,relu,0.11239841069738166,61,0.09980211541896016,True,,none,2.5081146837879666e-06,COMPLETE
846,164.77322387695312,2026-01-02 18:41:51.429032,2026-01-02 18:41:59.975319,0 days 00:00:08.546287,mish,0.10847002899064895,55,0.08009126318295898,True,,none,2.0322992502520804e-06,COMPLETE
847,158.64080810546875,2026-01-02 18:41:59.983321,2026-01-02 18:42:08.219839,0 days 00:00:08.236518,relu,0.12374579795377105,59,0.0874599822202038,True,,none,3.272047082266954e-06,COMPLETE
848,158.24923706054688,2026-01-02 18:42:08.227838,2026-01-02 18:42:16.328984,0 days 00:00:08.101146,relu,0.10754113117641652,61,0.061063009657641214,True,,none,2.9095393600107572e-06,COMPLETE
849,157.76226806640625,2026-01-02 18:42:16.336984,2026-01-02 18:42:24.432172,0 days 00:00:08.095188,relu,0.11472793589379544,55,0.0726760013567673,True,,none,3.900575317783892e-06,COMPLETE
850,156.5572967529297,2026-01-02 18:42:24.439170,2026-01-02 18:42:32.549761,0 days 00:00:08.110591,relu,0.10849217697301022,58,0.08867495136914126,True,,none,2.331931008992985e-06,COMPLETE
851,162.75601196289062,2026-01-02 18:42:32.557761,2026-01-02 18:42:40.648356,0 days 00:00:08.090595,relu,0.12707418081395583,55,0.06776350002524906,True,,none,2.4195524594292624e-06,COMPLETE
852,165.5941925048828,2026-01-02 18:42:40.657355,2026-01-02 18:42:48.786494,0 days 00:00:08.129139,silu,0.12246707214872828,58,0.07963240507524415,True,,none,2.1572468034633545e-06,COMPLETE
853,171.63748168945312,2026-01-02 18:42:48.795498,2026-01-02 18:42:56.894700,0 days 00:00:08.099202,relu,0.1182283989802071,64,0.05837128709781331,True,,minmax,2.507826710953151e-06,COMPLETE
854,190.75048828125,2026-01-02 18:42:56.902700,2026-01-02 18:43:04.544287,0 days 00:00:07.641587,relu,0.1139779544858906,6,0.08663370531673306,True,,none,2.8335567361511416e-06,COMPLETE
855,159.05465698242188,2026-01-02 18:43:04.552287,2026-01-02 18:43:12.664923,0 days 00:00:08.112636,relu,0.10800722637868843,58,0.07629005345740973,True,,none,2.0735184929253863e-06,COMPLETE
856,159.64608764648438,2026-01-02 18:43:12.672922,2026-01-02 18:43:20.783165,0 days 00:00:08.110243,relu,0.11928897456325677,55,0.06688512652804497,True,,none,1.7900782445037518e-06,COMPLETE
857,157.33078002929688,2026-01-02 18:43:20.792165,2026-01-02 18:43:28.848798,0 days 00:00:08.056633,relu,0.10848374423156339,58,0.08822213801552777,True,,none,3.4245520906413224e-06,COMPLETE
858,182.98452758789062,2026-01-02 18:43:28.856795,2026-01-02 18:43:36.930934,0 days 00:00:08.074139,relu,0.12614740953024026,64,0.0017709853477520614,True,,none,2.309526221277506e-06,COMPLETE
859,159.13259887695312,2026-01-02 18:43:36.938933,2026-01-02 18:43:44.985070,0 days 00:00:08.046137,relu,0.112681683001575,54,0.07760618520035953,True,,none,3.613727797629002e-06,COMPLETE
860,156.35299682617188,2026-01-02 18:43:44.993068,2026-01-02 18:43:53.101268,0 days 00:00:08.108200,relu,0.10644409108879106,61,0.08791272493061739,True,,none,2.6454486880927104e-06,COMPLETE
861,157.6117401123047,2026-01-02 18:43:53.108268,2026-01-02 18:44:01.196887,0 days 00:00:08.088619,relu,0.1063822928176344,61,0.08917374618968588,True,,none,2.5750700369118334e-06,COMPLETE
862,161.66043090820312,2026-01-02 18:44:01.205891,2026-01-02 18:44:09.076526,0 days 00:00:07.870635,relu,0.1070367970381665,25,0.0997932005507824,True,,none,1.5566014217738739e-06,COMPLETE
863,197.61507127549913,2026-01-02 18:44:09.084526,2026-01-02 18:44:17.522210,0 days 00:00:08.437684,gelu,0.11576540507942265,61,0.0009942553600578736,False,,none,2.633320166689599e-06,COMPLETE
864,164.60281372070312,2026-01-02 18:44:17.530210,2026-01-02 18:44:25.557357,0 days 00:00:08.027147,relu,0.2578141953720097,64,0.07155720848383139,True,,none,2.9461754461710646e-06,COMPLETE
865,156.0802764892578,2026-01-02 18:44:25.565357,2026-01-02 18:44:33.719585,0 days 00:00:08.154228,relu,0.10005899184933587,58,0.08701448939666717,True,,none,1.8322218348176079e-06,COMPLETE
866,159.3054656982422,2026-01-02 18:44:33.727583,2026-01-02 18:44:41.862279,0 days 00:00:08.134696,relu,0.10014670083579882,58,0.06096604151270073,True,,none,1.493471018102124e-06,COMPLETE
867,159.1211700439453,2026-01-02 18:44:41.870279,2026-01-02 18:44:49.981412,0 days 00:00:08.111133,relu,0.10000709862426226,55,0.06766504078698363,True,,none,2.2203270241750516e-06,COMPLETE
868,158.80166625976562,2026-01-02 18:44:49.989415,2026-01-02 18:44:58.051071,0 days 00:00:08.061656,relu,0.10807545263182054,58,0.07734549642434033,True,,none,1.8404505664444164e-06,COMPLETE
869,161.2643280029297,2026-01-02 18:44:58.060074,2026-01-02 18:45:06.104807,0 days 00:00:08.044733,relu,0.11336181058000513,55,0.049593502589259146,True,,none,1.6412839329954458e-06,COMPLETE
870,163.89846801757812,2026-01-02 18:45:06.112812,2026-01-02 18:45:13.823953,0 days 00:00:07.711141,relu,0.10742614568933383,20,0.08187524655352087,True,,none,2.177086495369281e-06,COMPLETE
871,163.38546752929688,2026-01-02 18:45:13.832958,2026-01-02 18:45:22.012194,0 days 00:00:08.179236,relu,0.27460383607591726,59,0.07133608229628975,True,,none,1.7344737456940984e-06,COMPLETE
872,164.1455078125,2026-01-02 18:45:22.020195,2026-01-02 18:45:30.712961,0 days 00:00:08.692766,mish,0.12329471682549856,58,0.08619653884065094,True,,none,2.041226455431721e-06,COMPLETE
873,166.96946716308594,2026-01-02 18:45:30.720963,2026-01-02 18:45:38.387520,0 days 00:00:07.666557,relu,0.10028511730993944,16,0.07934691253512045,True,,none,1.2063354466352822e-06,COMPLETE
874,175.94375610351562,2026-01-02 18:45:38.395520,2026-01-02 18:45:46.440161,0 days 00:00:08.044641,relu,0.24120789309387008,54,0.08843407257472422,True,,minmax,2.7504815731177403e-06,COMPLETE
875,157.0179901123047,2026-01-02 18:45:46.448158,2026-01-02 18:45:54.455329,0 days 00:00:08.007171,relu,0.11561348627232318,61,0.06600192417366185,True,,none,3.034192172729837e-06,COMPLETE
876,158.2188720703125,2026-01-02 18:45:54.463328,2026-01-02 18:46:02.595981,0 days 00:00:08.132653,relu,0.10014118534761393,59,0.057231772190185805,True,,none,1.9223561658576117e-06,COMPLETE
877,165.4290313720703,2026-01-02 18:46:02.603981,2026-01-02 18:46:10.768633,0 days 00:00:08.164652,silu,0.10750860564678585,56,0.09995648331212276,True,,none,2.4585379805034747e-06,COMPLETE
878,157.89999389648438,2026-01-02 18:46:10.785634,2026-01-02 18:46:18.851339,0 days 00:00:08.065705,relu,0.11877200385950616,61,0.0876103291253577,True,,none,4.4591161130868926e-06,COMPLETE
879,157.987548828125,2026-01-02 18:46:18.858339,2026-01-02 18:46:26.925955,0 days 00:00:08.067616,relu,0.11342546031707738,64,0.07379316535230346,True,,none,3.153695052241959e-06,COMPLETE
880,158.4785919189453,2026-01-02 18:46:26.934460,2026-01-02 18:46:34.976565,0 days 00:00:08.042105,relu,0.13061715854488648,58,0.08685422287619339,True,,none,3.635053790925246e-06,COMPLETE
881,158.65919494628906,2026-01-02 18:46:34.984565,2026-01-02 18:46:43.146286,0 days 00:00:08.161721,relu,0.10851748445476046,55,0.0777149294562106,True,,none,2.2965376687273533e-06,COMPLETE
882,157.36227416992188,2026-01-02 18:46:43.156286,2026-01-02 18:46:51.211479,0 days 00:00:08.055193,relu,0.10719571394173512,60,0.08869719556528932,True,,none,2.861439965746416e-06,COMPLETE
883,198.14845038519965,2026-01-02 18:46:51.219480,2026-01-02 18:46:59.046080,0 days 00:00:07.826600,relu,0.3067184515245888,64,0.0009946596020966618,False,,none,1.4960246234212475e-06,COMPLETE
884,159.39828491210938,2026-01-02 18:46:59.054080,2026-01-02 18:47:07.044700,0 days 00:00:07.990620,relu,0.12146530688125906,55,0.06417526244319885,True,,none,1.983068767745008e-06,COMPLETE
885,183.1197967529297,2026-01-02 18:47:07.052700,2026-01-02 18:47:14.764340,0 days 00:00:07.711640,relu,0.11419850585113349,7,0.07256477682101886,True,,none,4.042633164301344e-06,COMPLETE
886,156.86727905273438,2026-01-02 18:47:14.773339,2026-01-02 18:47:22.870534,0 days 00:00:08.097195,relu,0.10721220659066133,61,0.09998999128098857,True,,none,3.3206722906036544e-06,COMPLETE
887,162.43975830078125,2026-01-02 18:47:22.879534,2026-01-02 18:47:31.485821,0 days 00:00:08.606287,gelu,0.12103723009233892,58,0.07940522592628661,True,,none,2.569251965935441e-06,COMPLETE
888,158.25054931640625,2026-01-02 18:47:31.492821,2026-01-02 18:47:39.589516,0 days 00:00:08.096695,relu,0.10620924860607989,54,0.08723853437830978,True,,none,4.735903954658345e-06,COMPLETE
889,156.37684631347656,2026-01-02 18:47:39.596515,2026-01-02 18:47:47.633644,0 days 00:00:08.037129,relu,0.10020184734635446,61,0.08931567513535742,True,,none,2.697630940097809e-06,COMPLETE
890,158.61956787109375,2026-01-02 18:47:47.641642,2026-01-02 18:47:55.696269,0 days 00:00:08.054627,relu,0.11496166815834466,64,0.08892951979129891,True,,none,2.284412721923154e-06,COMPLETE
891,160.64395141601562,2026-01-02 18:47:55.704268,2026-01-02 18:48:03.786447,0 days 00:00:08.082179,relu,0.12661060776405722,60,0.07177466929427735,True,,none,2.5783476504069784e-06,COMPLETE
892,165.2581787109375,2026-01-02 18:48:03.794447,2026-01-02 18:48:11.791660,0 days 00:00:07.997213,relu,0.10738950450070484,64,0.07933024168798279,True,,minmax,1.7604068186926634e-06,COMPLETE
893,156.3023223876953,2026-01-02 18:48:11.799661,2026-01-02 18:48:19.784807,0 days 00:00:07.985146,relu,0.10021306407692676,61,0.09997671060664269,True,,none,2.1510567834175064e-06,COMPLETE
894,165.97476196289062,2026-01-02 18:48:19.793805,2026-01-02 18:48:27.850368,0 days 00:00:08.056563,relu,0.35091229922556716,64,0.09114197956232584,True,,none,2.003564486779741e-06,COMPLETE
895,163.95794677734375,2026-01-02 18:48:27.859388,2026-01-02 18:48:36.359618,0 days 00:00:08.500230,mish,0.10040951293157613,60,0.09936975147686987,True,,none,1.6683647317193034e-06,COMPLETE
896,172.29689025878906,2026-01-02 18:48:36.368621,2026-01-02 18:48:44.714018,0 days 00:00:08.345397,relu,0.4905447526282133,61,0.09960770746521659,True,,none,2.159060695858325e-06,COMPLETE
897,157.71011352539062,2026-01-02 18:48:45.218578,2026-01-02 18:48:53.584807,0 days 00:00:08.366229,relu,0.11395337038471685,64,0.08866103404533347,True,,none,1.3908764436137716e-06,COMPLETE
898,163.4306182861328,2026-01-02 18:48:53.597805,2026-01-02 18:49:01.682940,0 days 00:00:08.085135,relu,0.10732398240768719,57,0.03518976602905259,True,,none,1.7959015022272424e-06,COMPLETE
899,157.64608764648438,2026-01-02 18:49:01.712941,2026-01-02 18:49:09.876157,0 days 00:00:08.163216,relu,0.1007730091847758,61,0.0994119707636915,True,,none,2.24050410679052e-06,COMPLETE
