number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_gaussian_noise,params_hidden_size,params_lr,params_scale_target,params_scaler,params_weight_decay,state
123,160.22036743164062,2026-01-20 17:11:56.258221,2026-01-20 17:11:58.576068,0 days 00:00:02.317847,relu,0.13981151741518677,0.04347262736114509,62,0.04622200766853,True,standard,4.149405259009594e-06,COMPLETE
124,164.75074768066406,2026-01-20 17:11:58.580356,2026-01-20 17:12:00.799340,0 days 00:00:02.218984,relu,0.13714127009283456,0.05167227528047609,64,0.0350059665402355,True,standard,1.3674505015823371e-05,COMPLETE
125,171.0126953125,2026-01-20 17:12:00.803502,2026-01-20 17:12:03.042790,0 days 00:00:02.239288,relu,0.12834624645111692,0.04303904256030362,59,0.023369311563407894,True,standard,3.074581595557719e-06,COMPLETE
126,169.7985382080078,2026-01-20 17:12:03.048582,2026-01-20 17:12:05.331031,0 days 00:00:02.282449,relu,0.14219064701877032,0.04650519463759152,62,0.028756099448970424,True,standard,3.944566543459025e-06,COMPLETE
127,181.21981811523438,2026-01-20 17:12:05.335306,2026-01-20 17:12:07.561346,0 days 00:00:02.226040,relu,0.14944170806907228,0.03749812298978158,54,0.005419198951143508,True,standard,6.759086245871172e-06,COMPLETE
128,202.8310137939453,2026-01-20 17:12:07.566619,2026-01-20 17:12:09.748993,0 days 00:00:02.182374,gelu,0.12785047085237683,0.035249052883556224,59,0.000981397637076455,False,standard,7.774825143921268e-06,COMPLETE
129,161.12075805664062,2026-01-20 17:12:09.752537,2026-01-20 17:12:11.994921,0 days 00:00:02.242384,relu,0.100785377991607,0.03901490176065914,58,0.050124202644120215,True,standard,1.0429235209249607e-05,COMPLETE
130,164.08203125,2026-01-20 17:12:11.999351,2026-01-20 17:12:14.183186,0 days 00:00:02.183835,relu,0.12145203005058251,0.042754147292121535,64,0.04349560781616951,True,standard,5.7461666876616286e-06,COMPLETE
131,159.74899291992188,2026-01-20 17:12:14.188752,2026-01-20 17:12:16.652548,0 days 00:00:02.463796,relu,0.11344917135096258,0.030663748178776085,62,0.05849935852023768,True,standard,4.882145805616881e-06,COMPLETE
132,160.0350341796875,2026-01-20 17:12:16.656940,2026-01-20 17:12:18.897661,0 days 00:00:02.240721,relu,0.13540499929211017,0.0484334441535149,55,0.07340344957221448,True,standard,2.8266289176777025e-06,COMPLETE
133,162.6595916748047,2026-01-20 17:12:18.903786,2026-01-20 17:12:21.153435,0 days 00:00:02.249649,relu,0.11049548642216177,0.055373414221771076,55,0.05507147404241966,True,standard,4.142948309484089e-06,COMPLETE
134,168.37118530273438,2026-01-20 17:12:21.157558,2026-01-20 17:12:23.424486,0 days 00:00:02.266928,relu,0.4485283074726374,0.04559123860367295,52,0.07023698659127642,True,standard,2.639797352102485e-06,COMPLETE
135,163.1859588623047,2026-01-20 17:12:23.428825,2026-01-20 17:12:25.758894,0 days 00:00:02.330069,relu,0.12172947901766785,0.03142971213781631,62,0.046104795648648216,True,standard,5.689657783044105e-06,COMPLETE
136,200.56747436523438,2026-01-20 17:12:25.762853,2026-01-20 17:12:28.033414,0 days 00:00:02.270561,relu,0.13029984180747528,0.041390111587382435,61,0.0032959202698093805,True,minmax,6.727156346499591e-06,COMPLETE
137,176.0253448486328,2026-01-20 17:12:28.037736,2026-01-20 17:12:30.332297,0 days 00:00:02.294561,silu,0.1176314435145497,0.04721945148676948,57,0.062106497862382246,True,standard,1.958660589701238e-06,COMPLETE
138,154.2215118408203,2026-01-20 17:12:30.337960,2026-01-20 17:12:32.621638,0 days 00:00:02.283678,relu,0.10028921054305676,0.03301875337980109,60,0.07118070110163098,True,standard,2.9600820526497433e-06,COMPLETE
139,158.17262268066406,2026-01-20 17:12:32.664514,2026-01-20 17:12:34.975267,0 days 00:00:02.310753,relu,0.1007494643404761,0.049861906492068994,60,0.0728572396074492,True,standard,3.494596090523331e-06,COMPLETE
140,161.4053955078125,2026-01-20 17:12:34.979301,2026-01-20 17:12:37.167716,0 days 00:00:02.188415,relu,0.1060668386478895,0.03365390057608495,60,0.07378825903709459,True,standard,3.7485049826653667e-06,COMPLETE
141,158.88320922851562,2026-01-20 17:12:37.172192,2026-01-20 17:12:39.358655,0 days 00:00:02.186463,relu,0.10729220541572061,0.048212692833395195,63,0.05529338369737691,True,standard,2.8381844952253984e-06,COMPLETE
142,159.9971466064453,2026-01-20 17:12:39.362884,2026-01-20 17:12:41.567612,0 days 00:00:02.204728,relu,0.10774002820778271,0.04997592472365793,64,0.06691206442533404,True,standard,2.881917139940478e-06,COMPLETE
143,159.76377868652344,2026-01-20 17:12:41.571243,2026-01-20 17:12:43.758131,0 days 00:00:02.186888,relu,0.10722435678201095,0.05058818810632714,60,0.054915762492491936,True,standard,2.6574806991739085e-06,COMPLETE
144,165.2709503173828,2026-01-20 17:12:43.762432,2026-01-20 17:12:45.951728,0 days 00:00:02.189296,relu,0.10294393711854814,0.05453158159424614,58,0.03848793913039608,True,standard,1.7985834604076388e-06,COMPLETE
145,161.50120544433594,2026-01-20 17:12:45.956745,2026-01-20 17:12:48.144314,0 days 00:00:02.187569,relu,0.10179868208811921,0.05985130927094183,60,0.05480474248870496,True,standard,1.3439764451080884e-06,COMPLETE
146,179.40457153320312,2026-01-20 17:12:48.148799,2026-01-20 17:12:50.349906,0 days 00:00:02.201107,relu,0.11691322389866911,0.052564613973716076,61,0.007301200258722877,True,standard,2.317197434083033e-06,COMPLETE
147,175.07601928710938,2026-01-20 17:12:50.354005,2026-01-20 17:12:52.795120,0 days 00:00:02.441115,mish,0.10040598400142164,0.05914232851779999,63,0.05634872303824577,True,standard,3.04300734654912e-06,COMPLETE
148,186.2503662109375,2026-01-20 17:12:52.799638,2026-01-20 17:12:55.017537,0 days 00:00:02.217899,relu,0.11130234820360901,0.05000818008256268,58,0.07039956512463447,True,none,3.383099226707678e-06,COMPLETE
149,160.7406768798828,2026-01-20 17:12:55.021436,2026-01-20 17:12:57.228692,0 days 00:00:02.207256,relu,0.12595256026002843,0.037846351593231464,56,0.07913592286666567,True,standard,1.4640824486188166e-06,COMPLETE
